Fecha,Cobros,Pagos_Operativos,Pagos_Programados,Flujo_Caja,Saldo_Bancario
2021-02-01,429679.25,14075.93,0.0,415603.32,3498718.11
2021-02-02,424387.86,16538.02,0.0,407849.84,3906567.95
2021-02-03,409311.36,14524.07,0.0,394787.29,4301355.25
2021-02-04,480798.97,12800.72,0.0,467998.25,4769353.5
2021-02-05,506448.61,13359.39,1200000.0,-706910.78,4062442.72
2021-02-06,2943.03,16540.36,0.0,-13597.33,4048845.39
2021-02-07,2579.92,12117.74,0.0,-9537.82,4039307.56
2021-02-08,2587.76,16693.49,0.0,-14105.73,4025201.84
2021-02-09,3325.3,14917.35,0.0,-11592.05,4013609.79
2021-02-10,3371.63,13211.41,0.0,-9839.78,4003770.01
2021-02-11,3271.58,14125.33,0.0,-10853.75,3992916.26
2021-02-12,2667.25,13474.16,0.0,-10806.92,3982109.34
2021-02-13,3116.08,16299.34,0.0,-13183.26,3968926.08
2021-02-14,3058.34,16098.64,0.0,-13040.3,3955885.78
2021-02-15,3109.34,12421.26,0.0,-9311.91,3946573.87
2021-02-16,3435.71,14394.61,0.0,-10958.9,3935614.97
2021-02-17,3111.8,13705.22,0.0,-10593.42,3925021.55
2021-02-18,3339.46,16940.26,0.0,-13600.81,3911420.74
2021-02-19,3033.79,12974.85,0.0,-9941.06,3901479.68
2021-02-20,3144.56,17406.34,0.0,-14261.78,3887217.89
2021-02-21,3315.64,14950.06,0.0,-11634.41,3875583.48
2021-02-22,2271.42,13257.1,0.0,-10985.68,3864597.8
2021-02-23,2840.16,13984.09,0.0,-11143.92,3853453.88
2021-02-24,2764.81,13797.57,0.0,-11032.76,3842421.12
2021-02-25,2680.56,13088.07,0.0,-10407.51,3832013.61
2021-02-26,2862.43,15142.24,0.0,-12279.81,3819733.8
2021-02-27,3747.47,13158.13,0.0,-9410.66,3810323.14
2021-02-28,2567.08,11729.45,350000.0,-359162.37,3451160.78
2021-03-01,498413.92,14430.49,0.0,483983.43,3935144.21
2021-03-02,365856.51,12295.72,0.0,353560.8,4288705.0
2021-03-03,433255.75,13871.76,0.0,419383.99,4708088.99
2021-03-04,458137.65,13636.35,0.0,444501.31,5152590.3
2021-03-05,479311.12,13693.18,1200000.0,-734382.06,4418208.24
2021-03-06,3355.61,18001.44,0.0,-14645.83,4403562.41
2021-03-07,3396.67,15084.62,0.0,-11687.94,4391874.47
2021-03-08,2825.64,15368.06,0.0,-12542.42,4379332.05
2021-03-09,2768.82,12335.4,0.0,-9566.58,4369765.47
2021-03-10,3428.99,14019.06,0.0,-10590.07,4359175.4
2021-03-11,2904.35,15322.95,0.0,-12418.61,4346756.8
2021-03-12,2362.16,13463.21,0.0,-11101.05,4335655.75
2021-03-13,2433.36,16362.09,0.0,-13928.74,4321727.01
2021-03-14,2540.27,13195.96,0.0,-10655.68,4311071.33
2021-03-15,3248.58,14570.45,0.0,-11321.87,4299749.46
2021-03-16,3071.21,14120.92,0.0,-11049.71,4288699.75
2021-03-17,3345.24,15246.48,0.0,-11901.24,4276798.51
2021-03-18,2786.37,14039.26,0.0,-11252.89,4265545.62
2021-03-19,3079.27,14593.66,0.0,-11514.39,4254031.23
2021-03-20,3312.8,14645.8,0.0,-11333.01,4242698.22
2021-03-21,2845.33,13898.42,0.0,-11053.09,4231645.13
2021-03-22,3228.39,15727.64,0.0,-12499.25,4219145.87
2021-03-23,2669.04,15357.58,0.0,-12688.55,4206457.33
2021-03-24,2818.47,14867.08,0.0,-12048.61,4194408.72
2021-03-25,2809.13,14354.31,0.0,-11545.18,4182863.54
2021-03-26,2402.08,16194.82,0.0,-13792.74,4169070.8
2021-03-27,3243.49,14646.25,0.0,-11402.76,4157668.04
2021-03-28,2765.3,14539.95,350000.0,-361774.66,3795893.39
2021-03-29,3006.25,15157.04,0.0,-12150.79,3783742.6
2021-03-30,3240.37,17544.88,0.0,-14304.51,3769438.09
2021-03-31,3223.27,12989.47,0.0,-9766.2,3759671.89
2021-04-01,483269.26,16154.79,0.0,467114.47,4226786.36
2021-04-02,445075.73,12160.24,0.0,432915.48,4659701.84
2021-04-03,428835.08,15325.91,0.0,413509.17,5073211.02
2021-04-04,446014.09,17362.62,0.0,428651.47,5501862.48
2021-04-05,365633.28,15733.0,1200000.0,-850099.72,4651762.76
2021-04-06,2276.44,15255.94,0.0,-12979.49,4638783.27
2021-04-07,2338.65,14159.33,0.0,-11820.68,4626962.59
2021-04-08,2501.38,15046.57,0.0,-12545.19,4614417.4
2021-04-09,3199.89,14621.91,0.0,-11422.02,4602995.38
2021-04-10,2547.26,13821.04,0.0,-11273.77,4591721.6
2021-04-11,2810.92,14565.19,0.0,-11754.27,4579967.33
2021-04-12,3649.61,15297.57,0.0,-11647.96,4568319.38
2021-04-13,2821.87,13849.17,0.0,-11027.31,4557292.07
2021-04-14,3368.76,13790.58,0.0,-10421.82,4546870.25
2021-04-15,2533.19,12959.63,0.0,-10426.44,4536443.81
2021-04-16,2897.28,15586.09,0.0,-12688.81,4523755.0
2021-04-17,2524.99,15817.98,0.0,-13293.0,4510462.01
2021-04-18,2830.48,15347.49,0.0,-12517.01,4497945.0
2021-04-19,3420.15,16447.76,0.0,-13027.6,4484917.4
2021-04-20,2136.34,15131.8,400000.0,-412995.46,4071921.94
2021-04-21,3217.21,15588.02,0.0,-12370.8,4059551.13
2021-04-22,3118.87,15455.76,0.0,-12336.89,4047214.24
2021-04-23,2702.93,14862.69,0.0,-12159.76,4035054.48
2021-04-24,2276.97,14203.77,0.0,-11926.8,4023127.68
2021-04-25,3036.06,18321.23,0.0,-15285.16,4007842.52
2021-04-26,2735.25,14322.07,0.0,-11586.82,3996255.7
2021-04-27,3116.34,14001.18,0.0,-10884.85,3985370.85
2021-04-28,3010.93,15651.01,350000.0,-362640.09,3622730.76
2021-04-29,3800.89,15377.78,0.0,-11576.89,3611153.87
2021-04-30,2880.32,12892.81,0.0,-10012.49,3601141.38
2021-05-01,398825.13,16684.02,0.0,382141.11,3983282.49
2021-05-02,458963.78,14858.71,0.0,444105.07,4427387.56
2021-05-03,460999.83,13333.6,0.0,447666.23,4875053.79
2021-05-04,517959.38,16783.18,0.0,501176.2,5376230.0
2021-05-05,491755.56,15938.51,1200000.0,-724182.95,4652047.04
2021-05-06,3178.44,13103.19,0.0,-9924.75,4642122.29
2021-05-07,3731.65,17665.77,0.0,-13934.12,4628188.17
2021-05-08,2405.62,15988.2,0.0,-13582.58,4614605.59
2021-05-09,2680.12,14984.71,0.0,-12304.58,4602301.01
2021-05-10,2536.71,17385.33,0.0,-14848.62,4587452.39
2021-05-11,2805.1,15238.95,0.0,-12433.85,4575018.54
2021-05-12,2311.66,14957.88,0.0,-12646.22,4562372.32
2021-05-13,3317.58,14009.55,0.0,-10691.97,4551680.35
2021-05-14,2888.89,15872.78,0.0,-12983.89,4538696.46
2021-05-15,2264.6,15714.9,0.0,-13450.31,4525246.16
2021-05-16,2492.21,15022.02,0.0,-12529.81,4512716.35
2021-05-17,3156.76,13815.02,0.0,-10658.26,4502058.08
2021-05-18,3419.06,15194.89,0.0,-11775.83,4490282.25
2021-05-19,3998.37,14895.3,0.0,-10896.94,4479385.31
2021-05-20,4456.93,12999.79,0.0,-8542.86,4470842.46
2021-05-21,3207.2,12792.28,0.0,-9585.08,4461257.38
2021-05-22,2505.23,15847.73,0.0,-13342.5,4447914.88
2021-05-23,1933.98,11097.17,0.0,-9163.19,4438751.69
2021-05-24,3133.86,15308.12,0.0,-12174.26,4426577.43
2021-05-25,2593.53,14282.88,0.0,-11689.35,4414888.08
2021-05-26,2792.32,16962.37,0.0,-14170.05,4400718.04
2021-05-27,2693.95,14259.8,0.0,-11565.85,4389152.19
2021-05-28,2929.6,15989.23,350000.0,-363059.62,4026092.57
2021-05-29,3532.99,14404.63,0.0,-10871.64,4015220.93
2021-05-30,3078.52,15170.62,0.0,-12092.1,4003128.83
2021-05-31,2920.68,16105.25,0.0,-13184.57,3989944.26
2021-06-01,398217.31,14306.17,0.0,383911.15,4373855.4
2021-06-02,366265.85,16494.83,0.0,349771.02,4723626.43
2021-06-03,425684.6,13509.45,0.0,412175.15,5135801.58
2021-06-04,447310.87,15441.89,0.0,431868.98,5567670.56
2021-06-05,538396.5,16383.96,1200000.0,-677987.46,4889683.1
2021-06-06,3065.14,15990.06,0.0,-12924.92,4876758.18
2021-06-07,3491.37,17874.67,0.0,-14383.3,4862374.88
2021-06-08,2750.35,13854.84,0.0,-11104.49,4851270.39
2021-06-09,2407.53,12931.28,0.0,-10523.75,4840746.64
2021-06-10,2517.44,13508.5,0.0,-10991.06,4829755.59
2021-06-11,2637.39,15990.66,0.0,-13353.28,4816402.31
2021-06-12,4064.23,15746.88,0.0,-11682.65,4804719.66
2021-06-13,2589.31,15153.38,0.0,-12564.08,4792155.58
2021-06-14,3419.24,13315.56,0.0,-9896.32,4782259.26
2021-06-15,2548.54,16150.3,0.0,-13601.76,4768657.5
2021-06-16,3465.79,13162.94,0.0,-9697.16,4758960.34
2021-06-17,3192.48,16738.42,0.0,-13545.95,4745414.39
2021-06-18,2921.68,19286.16,0.0,-16364.48,4729049.92
2021-06-19,2979.62,15549.68,0.0,-12570.06,4716479.86
2021-06-20,2672.61,15874.66,0.0,-13202.06,4703277.8
2021-06-21,3223.04,14260.71,0.0,-11037.67,4692240.13
2021-06-22,2772.51,12284.68,0.0,-9512.17,4682727.96
2021-06-23,2387.2,14095.92,0.0,-11708.72,4671019.23
2021-06-24,2361.03,13360.66,0.0,-10999.63,4660019.61
2021-06-25,3086.29,12829.49,0.0,-9743.2,4650276.41
2021-06-26,3789.55,17583.54,0.0,-13793.99,4636482.41
2021-06-27,3080.0,15409.29,0.0,-12329.3,4624153.11
2021-06-28,2940.68,15569.53,350000.0,-362628.85,4261524.26
2021-06-29,3142.91,14536.47,0.0,-11393.55,4250130.71
2021-06-30,3653.0,14740.69,1000000.0,-1011087.69,3239043.02
2021-07-01,66755.06,26929.1,0.0,39825.96,3278868.98
2021-07-02,61712.58,24935.33,0.0,36777.26,3315646.23
2021-07-03,106062.89,26061.39,0.0,80001.5,3395647.73
2021-07-04,99287.56,24607.99,0.0,74679.57,3470327.31
2021-07-05,77286.05,24315.69,1200000.0,-1147029.65,2323297.66
2021-07-06,66465.88,22186.17,0.0,44279.7,2367577.36
2021-07-07,55204.25,21044.5,0.0,34159.75,2401737.11
2021-07-08,54054.73,24476.88,0.0,29577.85,2431314.96
2021-07-09,78207.42,25112.99,0.0,53094.43,2484409.39
2021-07-10,112236.66,22427.74,0.0,89808.92,2574218.31
2021-07-11,93204.81,24931.05,0.0,68273.76,2642492.06
2021-07-12,61934.5,25107.51,0.0,36827.0,2679319.06
2021-07-13,76691.55,20687.98,0.0,56003.57,2735322.63
2021-07-14,56143.63,23169.75,0.0,32973.88,2768296.51
2021-07-15,57842.18,25814.53,0.0,32027.66,2800324.17
2021-07-16,70146.61,25774.12,0.0,44372.5,2844696.67
2021-07-17,91053.95,22692.65,0.0,68361.3,2913057.97
2021-07-18,94948.78,25316.9,0.0,69631.89,2982689.85
2021-07-19,63692.46,27044.81,0.0,36647.64,3019337.49
2021-07-20,67700.6,26554.15,400000.0,-358853.55,2660483.94
2021-07-21,76259.85,24809.43,0.0,51450.43,2711934.37
2021-07-22,65724.68,24064.05,0.0,41660.63,2753595.0
2021-07-23,70151.51,23741.31,0.0,46410.2,2800005.2
2021-07-24,74498.28,25935.64,0.0,48562.64,2848567.84
2021-07-25,94512.82,25390.21,0.0,69122.61,2917690.45
2021-07-26,58254.16,26258.81,0.0,31995.35,2949685.8
2021-07-27,55249.5,25263.75,0.0,29985.75,2979671.55
2021-07-28,57974.78,26637.53,350000.0,-318662.75,2661008.8
2021-07-29,62327.01,25189.19,0.0,37137.83,2698146.63
2021-07-30,72327.22,26569.38,0.0,45757.84,2743904.47
2021-07-31,81736.07,26741.65,0.0,54994.43,2798898.9
2021-08-01,95306.31,23390.95,0.0,71915.37,2870814.27
2021-08-02,61126.64,21383.71,0.0,39742.93,2910557.2
2021-08-03,62378.62,28086.99,0.0,34291.63,2944848.83
2021-08-04,73022.06,25513.32,0.0,47508.75,2992357.57
2021-08-05,69304.92,21571.03,1200000.0,-1152266.1,1840091.47
2021-08-06,75699.18,23572.36,0.0,52126.82,1892218.29
2021-08-07,93454.94,26543.75,0.0,66911.19,1959129.49
2021-08-08,88040.57,24440.65,0.0,63599.93,2022729.41
2021-08-09,63209.13,23975.88,0.0,39233.25,2061962.67
2021-08-10,66939.97,27801.76,0.0,39138.21,2101100.88
2021-08-11,66412.59,22905.43,0.0,43507.16,2144608.04
2021-08-12,56324.9,23403.69,0.0,32921.2,2177529.24
2021-08-13,65723.92,25422.77,0.0,40301.15,2217830.39
2021-08-14,97282.28,25780.91,0.0,71501.37,2289331.76
2021-08-15,120174.74,25992.69,0.0,94182.05,2383513.81
2021-08-16,80014.76,26822.48,0.0,53192.28,2436706.09
2021-08-17,58174.05,25397.16,0.0,32776.9,2469482.99
2021-08-18,62700.93,25978.77,0.0,36722.17,2506205.16
2021-08-19,53292.46,24481.58,0.0,28810.88,2535016.04
2021-08-20,60274.34,25125.4,0.0,35148.95,2570164.99
2021-08-21,98156.05,25215.07,0.0,72940.98,2643105.97
2021-08-22,107058.54,25430.2,0.0,81628.34,2724734.31
2021-08-23,59167.33,26545.08,0.0,32622.25,2757356.56
2021-08-24,59766.83,26110.29,0.0,33656.54,2791013.09
2021-08-25,47821.69,25088.43,0.0,22733.25,2813746.35
2021-08-26,63698.67,23381.75,0.0,40316.92,2854063.27
2021-08-27,56500.68,25135.34,0.0,31365.34,2885428.61
2021-08-28,89705.61,24943.96,350000.0,-285238.36,2600190.26
2021-08-29,86231.39,25386.36,0.0,60845.03,2661035.29
2021-08-30,64245.9,29413.05,0.0,34832.85,2695868.13
2021-08-31,50938.17,23952.45,0.0,26985.72,2722853.85
2021-09-01,376647.74,15633.43,0.0,361014.3,3083868.16
2021-09-02,556462.36,16602.69,0.0,539859.66,3623727.82
2021-09-03,385628.87,15147.0,0.0,370481.87,3994209.69
2021-09-04,395160.72,18506.77,0.0,376653.95,4370863.64
2021-09-05,541845.68,14432.94,1200000.0,-672587.26,3698276.38
2021-09-06,4452.53,15486.13,0.0,-11033.6,3687242.78
2021-09-07,2414.22,13801.79,0.0,-11387.57,3675855.2
2021-09-08,2815.88,14472.71,0.0,-11656.84,3664198.36
2021-09-09,3170.78,15373.4,0.0,-12202.62,3651995.74
2021-09-10,3864.35,16269.46,0.0,-12405.11,3639590.63
2021-09-11,2506.57,15478.64,0.0,-12972.07,3626618.56
2021-09-12,2877.36,16888.67,0.0,-14011.31,3612607.25
2021-09-13,3388.67,14857.55,0.0,-11468.88,3601138.37
2021-09-14,3217.38,14501.75,0.0,-11284.36,3589854.0
2021-09-15,2811.92,19055.98,0.0,-16244.06,3573609.95
2021-09-16,2933.09,15591.36,0.0,-12658.27,3560951.68
2021-09-17,2312.55,13920.78,0.0,-11608.23,3549343.45
2021-09-18,2880.91,13958.6,0.0,-11077.69,3538265.76
2021-09-19,2866.81,13585.98,0.0,-10719.17,3527546.59
2021-09-20,3116.08,16404.85,0.0,-13288.77,3514257.82
2021-09-21,2722.34,14453.43,0.0,-11731.1,3502526.72
2021-09-22,3235.77,15191.04,0.0,-11955.27,3490571.45
2021-09-23,3506.36,14904.74,0.0,-11398.38,3479173.07
2021-09-24,3077.71,16097.24,0.0,-13019.52,3466153.55
2021-09-25,3175.88,13729.88,0.0,-10554.01,3455599.54
2021-09-26,3026.58,13386.64,0.0,-10360.06,3445239.48
2021-09-27,3000.04,15336.45,0.0,-12336.4,3432903.07
2021-09-28,2639.22,15901.44,350000.0,-363262.22,3069640.85
2021-09-29,3158.25,15498.8,0.0,-12340.55,3057300.3
2021-09-30,2951.36,13785.82,0.0,-10834.46,3046465.84
2021-10-01,554658.42,16016.23,0.0,538642.19,3585108.03
2021-10-02,528667.75,13884.21,0.0,514783.54,4099891.56
2021-10-03,469292.33,14217.69,0.0,455074.64,4554966.2
2021-10-04,411847.14,13584.07,0.0,398263.07,4953229.27
2021-10-05,394379.43,16951.74,1200000.0,-822572.31,4130656.96
2021-10-06,3595.57,15950.13,0.0,-12354.56,4118302.4
2021-10-07,3131.37,15907.49,0.0,-12776.12,4105526.28
2021-10-08,3240.07,16870.82,0.0,-13630.75,4091895.54
2021-10-09,2127.71,19218.97,0.0,-17091.27,4074804.27
2021-10-10,3463.72,12436.16,0.0,-8972.44,4065831.83
2021-10-11,3227.21,13892.44,0.0,-10665.22,4055166.6
2021-10-12,2444.78,14075.74,0.0,-11630.95,4043535.65
2021-10-13,2764.24,13723.77,0.0,-10959.53,4032576.12
2021-10-14,3131.86,13383.63,0.0,-10251.77,4022324.35
2021-10-15,3026.23,14550.52,0.0,-11524.29,4010800.06
2021-10-16,2853.91,13175.09,0.0,-10321.18,4000478.88
2021-10-17,2948.26,15502.56,0.0,-12554.31,3987924.58
2021-10-18,2874.01,15077.55,0.0,-12203.54,3975721.04
2021-10-19,3076.28,15721.54,0.0,-12645.26,3963075.78
2021-10-20,3735.75,15761.59,400000.0,-412025.85,3551049.93
2021-10-21,1716.67,15904.51,0.0,-14187.84,3536862.09
2021-10-22,2881.57,14439.89,0.0,-11558.31,3525303.78
2021-10-23,3088.26,18181.72,0.0,-15093.46,3510210.32
2021-10-24,3148.0,15351.65,0.0,-12203.65,3498006.67
2021-10-25,2814.04,12206.27,0.0,-9392.23,3488614.44
2021-10-26,2121.64,13496.44,0.0,-11374.8,3477239.65
2021-10-27,3164.0,12389.25,0.0,-9225.25,3468014.4
2021-10-28,3863.68,15026.0,350000.0,-361162.33,3106852.07
2021-10-29,2233.07,14817.29,0.0,-12584.22,3094267.85
2021-10-30,3431.91,14297.36,0.0,-10865.45,3083402.4
2021-10-31,2835.74,18016.39,0.0,-15180.65,3068221.75
2021-11-01,446933.78,15823.47,0.0,431110.31,3499332.06
2021-11-02,397355.07,16089.15,0.0,381265.93,3880597.98
2021-11-03,433277.19,13603.39,0.0,419673.8,4300271.79
2021-11-04,515002.23,13501.28,0.0,501500.95,4801772.73
2021-11-05,479132.76,15055.21,1200000.0,-735922.45,4065850.29
2021-11-06,3866.16,15259.51,0.0,-11393.35,4054456.93
2021-11-07,3588.71,12215.53,0.0,-8626.83,4045830.1
2021-11-08,3219.54,14729.54,0.0,-11510.0,4034320.11
2021-11-09,3871.97,15021.11,0.0,-11149.14,4023170.97
2021-11-10,3219.5,14677.28,0.0,-11457.78,4011713.19
2021-11-11,3413.99,13779.91,0.0,-10365.92,4001347.27
2021-11-12,2851.71,14190.7,0.0,-11338.98,3990008.28
2021-11-13,3033.27,14734.71,0.0,-11701.44,3978306.85
2021-11-14,2651.29,15136.2,0.0,-12484.91,3965821.93
2021-11-15,3494.79,15907.19,0.0,-12412.4,3953409.54
2021-11-16,2410.85,16621.28,0.0,-14210.44,3939199.1
2021-11-17,3391.18,14558.48,0.0,-11167.3,3928031.8
2021-11-18,2904.67,14315.77,0.0,-11411.09,3916620.71
2021-11-19,3585.62,15656.48,0.0,-12070.86,3904549.85
2021-11-20,3375.43,15916.27,0.0,-12540.83,3892009.02
2021-11-21,3910.32,14348.7,0.0,-10438.38,3881570.64
2021-11-22,3365.39,16185.59,0.0,-12820.2,3868750.44
2021-11-23,2213.98,16469.38,0.0,-14255.4,3854495.04
2021-11-24,2966.52,16937.53,0.0,-13971.01,3840524.03
2021-11-25,2414.0,17667.48,0.0,-15253.48,3825270.55
2021-11-26,2740.86,13700.38,0.0,-10959.52,3814311.03
2021-11-27,3755.61,15020.85,0.0,-11265.23,3803045.8
2021-11-28,3318.77,15016.92,350000.0,-361698.15,3441347.65
2021-11-29,2650.53,14852.89,0.0,-12202.35,3429145.29
2021-11-30,2493.14,14026.11,0.0,-11532.96,3417612.33
2021-12-01,451639.1,12771.66,0.0,438867.45,3856479.78
2021-12-02,389171.99,15139.02,0.0,374032.97,4230512.75
2021-12-03,416442.99,13847.47,0.0,402595.52,4633108.27
2021-12-04,465600.47,15128.99,0.0,450471.48,5083579.75
2021-12-05,507765.6,13808.93,1200000.0,-706043.33,4377536.42
2021-12-06,3304.38,13350.51,0.0,-10046.13,4367490.29
2021-12-07,1854.36,15351.45,0.0,-13497.09,4353993.2
2021-12-08,3152.18,15226.38,0.0,-12074.2,4341919.0
2021-12-09,3036.02,15868.92,0.0,-12832.91,4329086.09
2021-12-10,3206.95,18278.8,0.0,-15071.85,4314014.24
2021-12-11,3808.1,15415.93,0.0,-11607.83,4302406.41
2021-12-12,1968.38,15727.62,0.0,-13759.24,4288647.17
2021-12-13,2704.45,13383.66,0.0,-10679.21,4277967.96
2021-12-14,3295.45,13069.64,0.0,-9774.19,4268193.77
2021-12-15,2209.2,17374.24,0.0,-15165.04,4253028.73
2021-12-16,3737.97,13614.78,0.0,-9876.81,4243151.93
2021-12-17,3184.18,13434.08,0.0,-10249.91,4232902.02
2021-12-18,3423.29,14941.35,0.0,-11518.06,4221383.96
2021-12-19,2714.53,14864.71,0.0,-12150.18,4209233.78
2021-12-20,3406.88,13646.24,0.0,-10239.36,4198994.42
2021-12-21,3534.24,14542.54,0.0,-11008.3,4187986.12
2021-12-22,3116.44,16844.06,0.0,-13727.62,4174258.49
2021-12-23,3117.2,13791.01,0.0,-10673.81,4163584.68
2021-12-24,3135.17,12909.49,0.0,-9774.32,4153810.36
2021-12-25,2568.33,16413.89,0.0,-13845.56,4139964.8
2021-12-26,2926.24,15738.45,0.0,-12812.21,4127152.59
2021-12-27,2923.74,14069.22,0.0,-11145.48,4116007.11
2021-12-28,3191.7,12626.75,350000.0,-359435.05,3756572.05
2021-12-29,3499.91,13883.06,0.0,-10383.15,3746188.9
2021-12-30,2470.73,14917.94,0.0,-12447.21,3733741.69
2021-12-31,2937.5,16748.51,0.0,-13811.01,3719930.68
2022-01-01,532172.78,13625.13,0.0,518547.65,4238478.33
2022-01-02,420920.59,15053.22,0.0,405867.37,4644345.7
2022-01-03,416987.5,16192.72,0.0,400794.78,5045140.48
2022-01-04,468215.31,11608.1,0.0,456607.21,5501747.69
2022-01-05,500319.26,16730.68,1200000.0,-716411.42,4785336.27
2022-01-06,3059.71,13406.32,0.0,-10346.61,4774989.66
2022-01-07,3718.48,15677.99,0.0,-11959.51,4763030.14
2022-01-08,3482.4,15550.02,0.0,-12067.63,4750962.52
2022-01-09,3474.91,16806.88,0.0,-13331.97,4737630.55
2022-01-10,3331.06,16006.39,0.0,-12675.33,4724955.22
2022-01-11,4217.83,11614.06,0.0,-7396.24,4717558.98
2022-01-12,2951.42,14002.83,0.0,-11051.41,4706507.57
2022-01-13,2052.24,15387.31,0.0,-13335.07,4693172.5
2022-01-14,3856.13,14887.53,0.0,-11031.4,4682141.1
2022-01-15,2825.15,15896.42,0.0,-13071.27,4669069.83
2022-01-16,3107.94,16364.05,0.0,-13256.11,4655813.72
2022-01-17,3708.78,16092.68,0.0,-12383.9,4643429.82
2022-01-18,2252.87,14858.59,0.0,-12605.72,4630824.1
2022-01-19,2428.18,12410.49,0.0,-9982.32,4620841.78
2022-01-20,2253.36,14496.78,400000.0,-412243.42,4208598.37
2022-01-21,2656.93,15804.55,0.0,-13147.62,4195450.75
2022-01-22,3273.82,13544.33,0.0,-10270.51,4185180.24
2022-01-23,3316.09,16126.91,0.0,-12810.82,4172369.42
2022-01-24,3192.14,16542.59,0.0,-13350.45,4159018.97
2022-01-25,2347.62,15370.3,0.0,-13022.68,4145996.28
2022-01-26,1898.95,10584.33,0.0,-8685.38,4137310.9
2022-01-27,3081.18,13262.87,0.0,-10181.69,4127129.21
2022-01-28,2818.11,18009.28,350000.0,-365191.17,3761938.04
2022-01-29,3283.69,14360.19,0.0,-11076.5,3750861.54
2022-01-30,3404.98,12203.79,0.0,-8798.81,3742062.73
2022-01-31,3123.12,17032.87,0.0,-13909.75,3728152.98
2022-02-01,496106.65,15200.03,0.0,480906.62,4209059.6
2022-02-02,469560.57,16837.41,0.0,452723.16,4661782.76
2022-02-03,484603.24,15595.44,0.0,469007.8,5130790.55
2022-02-04,422866.34,15867.84,0.0,406998.5,5537789.05
2022-02-05,449119.43,15724.51,1200000.0,-766605.08,4771183.97
2022-02-06,3152.39,16226.23,0.0,-13073.84,4758110.12
2022-02-07,3464.26,18596.15,0.0,-15131.88,4742978.24
2022-02-08,2857.13,16636.51,0.0,-13779.38,4729198.86
2022-02-09,3314.58,12809.49,0.0,-9494.91,4719703.95
2022-02-10,2921.08,15849.99,0.0,-12928.91,4706775.04
2022-02-11,2995.23,16892.22,0.0,-13896.99,4692878.05
2022-02-12,3468.76,16984.05,0.0,-13515.29,4679362.76
2022-02-13,2057.47,14540.09,0.0,-12482.62,4666880.14
2022-02-14,2405.76,16927.42,0.0,-14521.65,4652358.48
2022-02-15,2312.91,16571.61,0.0,-14258.71,4638099.78
2022-02-16,1887.19,19038.78,0.0,-17151.58,4620948.19
2022-02-17,2714.87,14055.0,0.0,-11340.13,4609608.06
2022-02-18,3428.72,14418.9,0.0,-10990.18,4598617.88
2022-02-19,2911.56,14720.82,0.0,-11809.26,4586808.62
2022-02-20,3152.9,14444.67,0.0,-11291.77,4575516.85
2022-02-21,3598.61,13844.97,0.0,-10246.36,4565270.49
2022-02-22,3717.84,11035.99,0.0,-7318.14,4557952.34
2022-02-23,3019.43,14527.95,0.0,-11508.52,4546443.82
2022-02-24,3730.79,15734.04,0.0,-12003.24,4534440.58
2022-02-25,3100.06,14440.17,0.0,-11340.1,4523100.47
2022-02-26,2635.3,18083.07,0.0,-15447.77,4507652.7
